YearStart,DataSource,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,BRFSS,10,ART,ART5_0,CRDPREV,GENDER,GENM
2021,BRFSS,36,ART,ART1_3,CRDPREV,RACE,WHT
2021,BRFSS,36,TOB,TOB1_3,CRDPREV,RACE,WHT
2021,BRFSS,36,ALC,ALC3_0,MEAN,RACE,MRC
2021,BRFSS,36,ART,ART1_3,CRDPREV,RACE,BLK
2021,BRFSS,36,OVC,OVC7_1,MEAN,RACE,OTH
2021,BRFSS,33,CVD,CVD6_1,AGEADJPREV,RACE,HIS
2021,BRFSS,31,NPAW,NPAW3_1,AGEADJPREV,OVERALL,OVR
2021,BRFSS,39,ALC,ALC5_2,CRDPREV,RACE,BLK
2021,BRFSS,39,OVC,OVC1_2,CRDPREV,RACE,OTH
2021,BRFSS,39,ALC,ALC4_0,AGEADJMEAN,RACE,HIS
2021,BRFSS,39,ALC,ALC2_2,CRDPREV,RACE,OTH
2021,BRFSS,39,TOB,TOB1_3,CRDPREV,RACE,HIS
2021,BRFSS,31,ALC,ALC2_2,CRDPREV,RACE,OTH
2021,BRFSS,39,ART,ART1_2,AGEADJPREV,RACE,HIS
2021,BRFSS,33,CVD,CVD5_0,CRDPREV,RACE,MRC
2021,BRFSS,39,AST,AST1_1,CRDPREV,RACE,MRC
2021,BRFSS,39,AST,AST1_1,AGEADJPREV,OVERALL,OVR
2021,BRFSS,39,TOB,TOB3_0,CRDPREV,RACE,MRC
2021,BRFSS,38,ART,ART5_0,AGEADJPREV,OVERALL,OVR
2021,BRFSS,59,ART,ART5_0,AGEADJPREV,GENDER,GENM
2021,BRFSS,34,ART,ART5_0,AGEADJPREV,GENDER,GENF
2021,BRFSS,39,ART,ART5_0,AGEADJPREV,RACE,OTH
2021,BRFSS,51,ART,ART5_0,CRDPREV,RACE,BLK
2021,BRFSS,33,ART,ART5_0,CRDPREV,RACE,WHT
2021,BRFSS,32,ART,ART5_0,AGEADJPREV,GENDER,GENF
2021,BRFSS,30,ART,ART5_0,AGEADJPREV,RACE,OTH
2021,BRFSS,15,ART,ART5_0,CRDPREV,GENDER,GENF
2021,BRFSS,72,ART,ART5_0,AGEADJPREV,OVERALL,OVR
2021,BRFSS,13,ART,ART5_0,CRDPREV,RACE,BLK
2021,APIS,4,ALC,ALC8_0_3,USD,OVERALL,OVR
2021,Legal Research,23,ALC,ALC9_0,COMMHSTLIAB,OVERALL,OVR
2021,BRFSS,45,ART,ART5_0,AGEADJPREV,OVERALL,OVR
2021,BRFSS,19,ART,ART5_0,CRDPREV,RACE,BLK
2021,BRFSS,24,ART,ART5_0,CRDPREV,GENDER,GENF
2021,BRFSS,29,ART,ART5_0,AGEADJPREV,RACE,BLK
2021,BRFSS,29,ART,ART5_0,CRDPREV,OVERALL,OVR
2021,BRFSS,38,ART,ART5_0,CRDPREV,RACE,WHT
2021,BRFSS,48,ART,ART5_0,CRDPREV,RACE,MRC
2021,BRFSS,49,ART,ART5_0,CRDPREV,RACE,MRC
2021,BRFSS,20,ART,ART5_0,AGEADJPREV,RACE,OTH
2021,BRFSS,56,ART,ART5_0,CRDPREV,GENDER,GENF
2021,BRFSS,53,ART,ART5_0,AGEADJPREV,RACE,WHT
2021,BRFSS,9,ART,ART5_0,CRDPREV,RACE,OTH
2021,BRFSS,44,ART,ART5_0,CRDPREV,RACE,WHT
2021,BRFSS,6,ART,ART5_0,CRDPREV,RACE,BLK
2021,BRFSS,19,ART,ART5_0,AGEADJPREV,GENDER,GENM
2021,BRFSS,34,ART,ART5_0,CRDPREV,RACE,OTH
2021,BRFSS,2,ART,ART5_0,AGEADJPREV,RACE,HIS
2021,BRFSS,35,ART,ART5_0,CRDPREV,RACE,WHT
2021,APIS,51,ALC,ALC8_0_3,USD,OVERALL,OVR
2021,BRFSS,19,ART,ART5_0,AGEADJPREV,RACE,OTH
2021,BRFSS,22,ART,ART5_0,AGEADJPREV,OVERALL,OVR
