YearStart,DataSource,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,BRFSS,45,IMM,DIA11_1,AGEADJPREV,RACE,GENF
2021,BRFSS,45,COPD,TOB6_0,AGEADJMEAN,RACE,OTH
2021,BRFSS,31,COPD,CKD3_0,AGEADJPREV,GENDER,BLK
2021,BRFSS,76,NPAW,ALC8_0_1,CRDPREV,RACE,HIS
2021,BRFSS,43,AST,RPH1_0,CRDPREV,RACE,GENF
2021,BRFSS,55,ALC,OVC7_1,YESNO,RACE,OTH
2021,BRFSS,58,AST,CVD9_1,CRDPREV,RACE,BLK
2021,BRFSS,45,COPD,DIA6_0,CRDPREV,RACE,OVR
2021,BRFSS,26,CVD,NPAW4_2,CRDPREV,GENDER,OVR
2021,BRFSS,26,OVC,TOB5_0,AGEADJMEAN,GENDER,OTH
2021,BRFSS,48,OVC,ALC9_0,AGEADJMEAN,RACE,GENM
2021,APIS,43,DIA,MTH2_0,AGEADJMEAN,RACE,GENF
2021,BRFSS,30,ART,AST5_2,CRDPREV,RACE,GENM
2021,STATE,50,TOB,ART2_2,CRDPREV,OVERALL,OVR
2021,BRFSS,36,CVD,TOB11_1,CRDPREV,RACE,GENF
2021,BRFSS,1,CKD,ART1_3,CRDPREV,GENDER,OTH
2021,BRFSS,56,ART,NPAW5_2,CRDPREV,OVERALL,MRC
2021,BRFSS,30,ART,TOB2_2,AGEADJPREV,OVERALL,OVR
2021,BRFSS,75,ART,DIA10_0,AGEADJMEAN,GENDER,OVR
2021,BRFSS,1,DIA,TOB7_0,AGEADJMEAN,RACE,OTH
2021,BRFSS,55,ALC,ART5_0,MEAN,OVERALL,OVR
2021,BRFSS,39,TOB,NPAW5_2,CRDPREV,RACE,OVR
2021,BRFSS,10,COPD,ART2_2,COMMHSTLIAB,RACE,OVR
2021,BRFSS,24,DIA,MTH1_0,AGEADJPREV,RACE,WHT
2021,BRFSS,42,COPD,DIA11_1,MEAN,RACE,HIS
2021,BRFSS,38,OVC,ART1_2,AGEADJPREV,OVERALL,OVR
2021,STATE,34,COPD,DIA12_1,CRDPREV,OVERALL,HIS
2021,BRFSS,38,MTH,ALC8_0_2,AGEADJPREV,RACE,OVR
2021,"HRSA, UDS",43,AST,TOB11_2,CRDPREV,RACE,GENM
2021,STATE,11,OVC,COPD2_0_1,AGEADJPREV,OVERALL,OVR
2021,STATE,53,DIA,ORH3_0,CRDPREV,OVERALL,OVR
2021,BRFSS,45,ALC,CVD6_2,CRDPREV,RACE,OVR
2021,BRFSS,14,CVD,TOB2_2,CRDPREV,RACE,OVR
2021,BRFSS,54,MTH,TOB11_1,YESNO,RACE,BLK
2021,BRFSS,57,AST,TOB7_0,YESNO,OVERALL,MRC
2021,BRFSS,39,ALC,TOB6_0,AGEADJPREV,RACE,GENF
2021,BRFSS,40,ART,ART2_1,CRDPREV,OVERALL,HIS
2021,BRFSS,39,NPAW,CVD5_0,AGEADJPREV,RACE,WHT
2021,BRFSS,45,NPAW,ALC8_0_1,CRDPREV,RACE,OTH
2021,BRFSS,38,ALC,ALC5_1,CRDPREV,RACE,HIS
2021,BRFSS,46,NPAW,COPD2_0,COMMHSTLIAB,OVERALL,BLK
2021,BRFSS,58,COPD,CVD9_2,PRCT,OVERALL,GENF
2021,BRFSS,33,ALC,COPD7_0,AGEADJPREV,OVERALL,WHT
2021,BRFSS,50,NPAW,TOB6_0,AGEADJPREV,OVERALL,WHT
2021,BRFSS,46,CVD,COPD3_0_1,CRDPREV,OVERALL,OTH
2021,BRFSS,20,OVC,ALC3_0,CRDPREV,OVERALL,MRC
2021,BRFSS,53,AST,ALC9_0,CRDPREV,RACE,GENF
2021,BRFSS,58,ALC,TOB6_0,MEDIAN,RACE,HIS
2021,BRFSS,32,TOB,DIA11_1,CRDPREV,RACE,BLK
2021,BRFSS,6,DIA,ART2_2,CRDPREV,RACE,HIS
2021,BRFSS,22,ALC,OVC7_2,CRDPREV,RACE,BLK
2021,BRFSS,49,CVD,CVD7_0,CRDPREV,GENDER,OTH
2021,BRFSS,59,AST,ALC8_0_2,AGEADJMEAN,GENDER,BLK
2021,BRFSS,44,AST,ART1_2,CRDPREV,RACE,WHT
2021,BRFSS,39,TOB,AST5_2,AGEADJPREV,GENDER,OVR
2021,BRFSS,47,MTH,ART5_0,CRDPREV,GENDER,HIS
2021,BRFSS,32,COPD,OVC1_1,AGEADJPREV,RACE,OVR
2021,ANRF,51,CVD,DIA12_1,CRDPREV,RACE,HIS
2021,ANRF,29,ALC,COPD8_0,CRDPREV,GENDER,WHT
2021,BRFSS,57,CVD,ART1_3,AGEADJPREV,GENDER,GENM
2021,BRFSS,42,DIA,CVD5_0,CRDPREV,GENDER,OVR
2021,BRFSS,49,ALC,DIA13_2,CRDPREV,OVERALL,MRC
2021,BRFSS,73,CKD,CVD5_0,USD,GENDER,OVR
2021,BRFSS,37,OVC,TOB4_0,CRDPREV,GENDER,HIS
2021,Legal Research,36,DIA,ART1_2,MEAN,OVERALL,GENF
2021,BRFSS,2,OVC,TOB1_2,CRDPREV,OVERALL,OVR
2021,BRFSS,1,TOB,DIA5_0,MEAN,RACE,OVR
2021,BRFSS,11,CVD,TOB11_1,PRCT,RACE,OVR
2021,BRFSS,46,TOB,OVC1_2,CRDPREV,RACE,GENM
2021,BRFSS,37,IMM,ALC9_0,CRDPREV,GENDER,OVR
2021,BRFSS,63,RPH,ALC8_0_3,PRCT,RACE,BLK
2021,Legal Research,40,DIA,COPD3_0,AGEADJPREV,RACE,WHT
2021,BRFSS,51,DIA,ALC9_0,CRDPREV,RACE,OVR
2021,BRFSS,14,ORH,DIA10_0,CRDPREV,OVERALL,MRC
2021,ANRF,28,NPAW,ART2_2,AGEADJPREV,OVERALL,OTH
2021,BRFSS,8,CVD,TOB6_0,COMMHSTLIAB,GENDER,OVR
2021,BRFSS,54,OVC,NPAW3_1,USD,RACE,MRC
2021,BRFSS,44,CVD,DIA2_1,AGEADJPREV,OVERALL,HIS
2021,BRFSS,73,COPD,OVC6_1,CRDPREV,RACE,HIS
2021,BRFSS,42,DIA,OVC7_2,AGEADJMEAN,OVERALL,OVR
2021,BRFSS,51,OVC,TOB11_1,CRDPREV,GENDER,MRC
2021,BRFSS,54,ART,ALC2_2,CRDPREV,GENDER,OVR
2021,STATE,57,ALC,ORH3_0,AGEADJPREV,RACE,HIS
2021,BRFSS,54,DIA,DIA10_0,AGEADJMEAN,RACE,OTH
2021,BRFSS,77,ORH,TOB4_0,AGEADJPREV,OVERALL,GENF
2021,BRFSS,46,DIA,TOB1_2,CRDPREV,OVERALL,OVR
2021,STATE,32,OVC,MTH1_0,AGEADJPREV,RACE,OVR
2021,APIS,56,ALC,ART3_0,AGEADJPREV,OVERALL,OVR
2021,ANRF,50,OVC,COPD3_0_1,AGEADJMEAN,RACE,BLK
2021,BRFSS,72,CVD,DIA12_2,CRDPREV,RACE,GENF
2021,BRFSS,38,AST,ART1_2,CRDPREV,RACE,BLK
2021,BRFSS,40,ALC,AST6_2,AGEADJPREV,RACE,BLK
2021,BRFSS,42,ART,ALC9_0,MEAN,OVERALL,MRC
2021,BRFSS,52,TOB,TOB7_0,CRDPREV,GENDER,OVR
2021,BRFSS,10,DIA,NPAW5_2,COMMHSTLIAB,OVERALL,OVR
2021,ANRF,50,DIA,DIA6_0,AGEADJPREV,RACE,HIS
2021,BRFSS,54,COPD,CVD7_0,CRDPREV,OVERALL,GENM
