YearStart,DataSource,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,BRFSS,45,DIA,DIA11_2,CRDPREV,RACE,HIS
2021,BRFSS,51,DIA,ALC5_1,AGEADJPREV,RACE,HIS
2021,BRFSS,48,DIA,AST5_2,CRDPREV,RACE,HIS
2021,BRFSS,48,DIA,ALC5_1,AGEADJPREV,RACE,HIS
2021,BRFSS,48,DIA,CVD4_0,CRDPREV,RACE,HIS
2021,BRFSS,50,ART,DIA12_1,AGEADJPREV,RACE,HIS
2021,BRFSS,18,DIA,TOB1_2,AGEADJPREV,RACE,BLK
2021,BRFSS,51,DIA,DIA11_2,AGEADJPREV,RACE,HIS
2021,BRFSS,50,DIA,DIA11_2,CRDPREV,RACE,HIS
2021,BRFSS,49,DIA,CVD7_0,AGEADJPREV,RACE,OVR
2021,BRFSS,48,DIA,DIA11_2,AGEADJPREV,RACE,HIS
2021,BRFSS,21,DIA,DIA11_2,AGEADJPREV,RACE,HIS
2021,BRFSS,16,DIA,ALC5_1,CRDPREV,RACE,HIS
2021,BRFSS,17,DIA,AST5_2,AGEADJPREV,RACE,HIS
2021,BRFSS,48,DIA,TOB1_2,CRDPREV,RACE,HIS
2021,BRFSS,48,DIA,CVD4_0,CRDPREV,RACE,HIS
2021,BRFSS,47,DIA,CVD4_0,AGEADJPREV,RACE,MRC
2021,BRFSS,48,DIA,DIA11_2,AGEADJPREV,RACE,HIS
2021,BRFSS,42,DIA,ALC5_1,CRDPREV,RACE,HIS
2021,BRFSS,15,DIA,ART5_0,CRDPREV,RACE,HIS
2021,BRFSS,19,DIA,ART1_1,CRDPREV,RACE,BLK
2021,BRFSS,47,DIA,DIA12_1,AGEADJPREV,RACE,OTH
2021,BRFSS,46,DIA,CVD4_0,CRDPREV,RACE,HIS
2021,BRFSS,51,DIA,DIA11_2,CRDPREV,RACE,BLK
2021,BRFSS,43,DIA,ALC5_1,AGEADJPREV,RACE,HIS
